Matter Case ID #,State,County of Residence,FIPS
25-0011238,CA,Sonoma,6097
25-0011239,CA,Mendocino,6045
25-0011240,CA,San Bernardino,6071
25-0011241,CA,Sacramento,6067
25-0011242,CA,Los Angeles,6037
25-0011243,CA,Tulare,6107
25-0011244,CA,Riverside,6065
25-0011245,CA,Los Angeles,6037
25-0011246,CA,Contra Costa,6013
25-0011247,CA,Los Angeles,6037
25-0011248,CA,Los Angeles,6037
25-0011249,CA,Los Angeles,6037
25-0011250,CA,Sutter,6101
25-0011251,CA,Tulare,6107
25-0011252,CA,Los Angeles,6037
25-0011253,CA,Kern,6029
25-0011254,CA,Los Angeles,6037
25-0011255,CA,Los Angeles,6037
25-0011256,CA,Los Angeles,6037
25-0011257,CA,Los Angeles,6037
25-0011258,CA,Los Angeles,6037
25-0011259,CA,Los Angeles,6037
25-0011260,CA,Riverside,6065
25-0011261,CA,San Bernardino,6071
25-0011262,CA,Los Angeles,6037
25-0011263,CA,Ventura,6111
25-0011264,CA,Fresno,6019
25-0011265,CA,Los Angeles,6037
25-0011266,CA,Los Angeles,6037
25-0011267,CA,San Francisco,6075
25-0011268,CA,Los Angeles,6037
25-0011269,CA,Orange,6059
25-0011270,CA,Monterey,6053
25-0011271,CA,San Bernardino,6071
25-0011272,CA,Los Angeles,6037
25-0011273,CA,San Bernardino,6071
25-0011274,CA,Los Angeles,6037
25-0011275,CA,Orange,6059
25-0011276,CA,Los Angeles,6037
25-0011277,CA,Riverside,6065
25-0011278,CA,Los Angeles,6037
25-0011279,CA,San Joaquin,6077
25-0011280,CA,Stanislaus,6099
25-0011281,CA,San Joaquin,6077
25-0011282,CA,Riverside,6065
25-0011283,CA,San Francisco,6075
25-0011284,CA,Riverside,6065
25-0011285,CA,Los Angeles,6037
25-0011286,CA,Kern,6029
25-0011287,CA,Santa Clara,6085
25-0011288,CA,Los Angeles,6037
25-0011289,CA,Los Angeles,6037
25-0011290,CA,Stanislaus,6099
25-0011291,CA,Los Angeles,6037
25-0011292,CA,San Diego,6073
25-0011293,CA,Los Angeles,6037
25-0011294,CA,Los Angeles,6037
25-0011295,CA,Sacramento,6067
25-0011296,CA,Los Angeles,6037
25-0011297,CA,Santa Barbara,6083
25-0011298,CA,Los Angeles,6037
25-0011299,CA,Fresno,6019
25-0011300,CA,San Bernardino,6071
25-0011301,CA,Orange,6059
25-0011302,CA,Merced,6047
25-0011303,CA,Kern,6029
25-0011304,CA,Los Angeles,6037
25-0011305,CA,Fresno,6019
25-0011306,CA,San Bernardino,6071
25-0011307,CA,Los Angeles,6037
25-0011308,CA,Los Angeles,6037
25-0011309,CA,Los Angeles,6037
25-0011310,CA,Riverside,6065
25-0011311,CA,Los Angeles,6037
25-0011312,CA,San Bernardino,6071
25-0011313,CA,Los Angeles,6037
25-0011314,CA,Los Angeles,6037
25-0011315,CA,Los Angeles,6037
25-0011316,CA,Riverside,6065
25-0011317,CA,Los Angeles,6037
25-0011318,CA,Colusa,6011
25-0011319,CA,San Bernardino,6071
25-0011320,CA,San Joaquin,6077
25-0011321,CA,San Bernardino,6071
25-0011322,CA,Los Angeles,6037
25-0011323,CA,San Bernardino,6071
25-0011324,CA,Orange,6059
25-0011325,CA,San Diego,6073
25-0011326,CA,Contra Costa,6013
25-0011327,CA,San Bernardino,6071
25-0011328,CA,Sacramento,6067
25-0011329,CA,Los Angeles,6037
25-0011330,CA,Kern,6029
25-0011331,CA,Los Angeles,6037
25-0011332,CA,Sacramento,6067
25-0011333,CA,Los Angeles,6037
25-0011334,CA,Orange,6059
25-0011335,CA,Sacramento,6067
25-0011336,CA,San Bernardino,6071
25-0011337,CA,Santa Clara,6085
25-0011338,CA,Los Angeles,6037
25-0011339,CA,Orange,6059
25-0011340,CA,Los Angeles,6037
25-0011341,CA,Los Angeles,6037
25-0011342,CA,Los Angeles,6037
25-0011343,CA,Santa Clara,6085
25-0011344,CA,Contra Costa,6013
25-0011345,CA,Glenn,6021
25-0011346,CA,Fresno,6019
25-0011347,CA,Los Angeles,6037
25-0011348,CA,Los Angeles,6037
25-0011349,CA,Imperial,6025
25-0011350,CA,Fresno,6019
25-0011351,CA,Riverside,6065
25-0011352,CA,Los Angeles,6037
25-0011353,CA,Los Angeles,6037
25-0011354,CA,San Francisco,6075
25-0011355,CA,Los Angeles,6037
25-0011356,CA,Santa Cruz,6087
25-0011357,CA,Los Angeles,6037
25-0011358,CA,Los Angeles,6037
25-0011359,CA,San Diego,6073
25-0011360,CA,Los Angeles,6037
25-0011361,CA,Madera,6039
25-0011362,CA,Los Angeles,6037
25-0011363,CA,Orange,6059
25-0011364,CA,Fresno,6019
25-0011365,CA,Orange,6059
25-0011366,CA,Los Angeles,6037
25-0011367,CA,Orange,6059
25-0011368,CA,Los Angeles,6037
25-0011369,CA,Kings,6031
25-0011370,CA,Los Angeles,6037
25-0011371,CA,Los Angeles,6037
25-0011372,CA,Los Angeles,6037
25-0011373,CA,Los Angeles,6037
25-0011374,CA,Los Angeles,6037
25-0011375,CA,Los Angeles,6037
25-0011376,CA,Orange,6059
25-0011377,CA,Orange,6059
25-0011378,CA,Los Angeles,6037
25-0011379,CA,Sacramento,6067
25-0011380,CA,Orange,6059
25-0011381,CA,Los Angeles,6037
25-0011382,CA,Ventura,6111
25-0011383,CA,Los Angeles,6037
25-0011384,CA,Los Angeles,6037
25-0011385,CA,Los Angeles,6037
25-0011386,CA,Los Angeles,6037
25-0011387,CA,Contra Costa,6013
25-0011388,CA,San Diego,6073
25-0011389,CA,San Bernardino,6071
25-0011390,CA,Kern,6029
25-0011391,CA,Los Angeles,6037
25-0011392,CA,San Bernardino,6071
25-0011393,CA,San Mateo,6081
25-0011394,CA,Butte,6007
25-0011395,CA,Los Angeles,6037
25-0011396,CA,Butte,6007
25-0011397,CA,San Bernardino,6071
25-0011398,CA,Tulare,6107
25-0011399,CA,Kings,6031
25-0011400,CA,Los Angeles,6037
25-0011401,CA,Placer,6061
25-0011402,CA,Los Angeles,6037
25-0011403,CA,San Francisco,6075
25-0011404,CA,Los Angeles,6037
25-0011405,CA,Los Angeles,6037
25-0011406,CA,Los Angeles,6037
25-0011407,CA,Los Angeles,6037
25-0011408,CA,Monterey,6053
25-0011409,CA,Ventura,6111
25-0011410,CA,Merced,6047
25-0011411,CA,Los Angeles,6037
25-0011412,CA,Los Angeles,6037
25-0011413,CA,Los Angeles,6037
25-0011414,CA,Los Angeles,6037
25-0011415,CA,Los Angeles,6037
25-0011416,CA,Los Angeles,6037
25-0011417,CA,Los Angeles,6037
25-0011418,CA,Orange,6059
25-0011419,CA,Los Angeles,6037
25-0011420,CA,Los Angeles,6037
25-0011421,CA,Orange,6059
25-0011422,CA,Orange,6059
25-0011423,CA,Merced,6047
25-0011424,CA,Los Angeles,6037
25-0011425,CA,Los Angeles,6037
25-0011426,CA,Los Angeles,6037
25-0011427,CA,Stanislaus,6099
25-0011428,CA,Los Angeles,6037
25-0011429,CA,Orange,6059
25-0011430,CA,San Bernardino,6071
25-0011431,CA,Los Angeles,6037
25-0011432,CA,San Francisco,6075
25-0011433,CA,Riverside,6065
25-0011434,CA,San Bernardino,6071
25-0011435,CA,Los Angeles,6037
25-0011436,CA,Los Angeles,6037
25-0011437,CA,Los Angeles,6037
25-0011438,CA,Riverside,6065
25-0011439,CA,Riverside,6065
25-0011440,CA,Los Angeles,6037
25-0011441,CA,Los Angeles,6037
25-0011442,CA,Los Angeles,6037
25-0011443,CA,Orange,6059
25-0011444,CA,Riverside,6065
25-0011445,CA,Fresno,6019
25-0011446,CA,Orange,6059
25-0011447,CA,Los Angeles,6037
25-0011448,CA,Los Angeles,6037
25-0011449,CA,Los Angeles,6037
25-0011450,CA,Los Angeles,6037
25-0011451,CA,Los Angeles,6037
25-0011452,CA,Los Angeles,6037
25-0011453,CA,Los Angeles,6037
25-0011454,CA,Fresno,6019
25-0011455,CA,San Diego,6073
25-0011456,CA,San Bernardino,6071
25-0011457,CA,Madera,6039
25-0011458,CA,Los Angeles,6037
25-0011459,CA,Los Angeles,6037
25-0011460,CA,Los Angeles,6037
25-0011461,CA,Los Angeles,6037
25-0011462,CA,Monterey,6053
25-0011463,CA,Los Angeles,6037
25-0011464,CA,Riverside,6065
25-0011465,CA,San Bernardino,6071
25-0011466,CA,Contra Costa,6013
25-0011467,CA,Los Angeles,6037
25-0011468,CA,Santa Clara,6085
25-0011469,CA,Los Angeles,6037
25-0011470,CA,Los Angeles,6037
25-0011471,CA,Orange,6059
25-0011472,CA,Contra Costa,6013
25-0011473,CA,Orange,6059
25-0011474,CA,Solano,6095
25-0011475,CA,Los Angeles,6037
25-0011476,CA,Sacramento,6067
25-0011477,CA,Merced,6047
25-0011478,CA,Los Angeles,6037
25-0011479,CA,Los Angeles,6037
25-0011480,CA,Los Angeles,6037
25-0011481,CA,Los Angeles,6037
25-0011482,CA,Los Angeles,6037
25-0011483,CA,Kern,6029
25-0011484,CA,San Francisco,6075
25-0011485,CA,Orange,6059
25-0011486,CA,Los Angeles,6037
25-0011487,CA,Riverside,6065
25-0011488,CA,Riverside,6065
25-0011489,CA,Stanislaus,6099
25-0011490,CA,San Diego,6073
25-0011491,CA,Los Angeles,6037
25-0011492,CA,Los Angeles,6037
25-0011493,CA,Orange,6059
25-0011494,CA,Los Angeles,6037
25-0011495,CA,Orange,6059
25-0011496,CA,Los Angeles,6037
25-0011497,CA,Orange,6059
25-0011498,CA,Los Angeles,6037
25-0011499,CA,Riverside,6065
25-0011500,CA,Shasta,6089
25-0011501,CA,Trinity,6105
25-0011502,CA,Los Angeles,6037
25-0011503,CA,Riverside,6065
25-0011504,CA,Sonoma,6097
25-0011505,CA,Los Angeles,6037
25-0011506,CA,San Joaquin,6077
25-0011507,CA,Orange,6059
25-0011508,CA,Los Angeles,6037
25-0011509,CA,Kern,6029
25-0011510,CA,Kern,6029
25-0011511,CA,Los Angeles,6037
25-0011512,CA,Sonoma,6097
25-0011513,CA,Los Angeles,6037
25-0011514,CA,Los Angeles,6037
25-0011515,CA,Santa Clara,6085
25-0011516,CA,Los Angeles,6037
25-0011517,CA,San Diego,6073
25-0011518,CA,Los Angeles,6037
25-0011519,CA,Los Angeles,6037
25-0011520,CA,Orange,6059
25-0011521,CA,Los Angeles,6037
25-0011522,CA,Los Angeles,6037
25-0011523,CA,Riverside,6065
25-0011524,CA,Los Angeles,6037
25-0011525,CA,San Bernardino,6071
25-0011526,CA,Los Angeles,6037
25-0011527,CA,Los Angeles,6037
25-0011528,CA,Los Angeles,6037
25-0011529,CA,Lake,6033
25-0011530,CA,San Diego,6073
25-0011531,CA,Los Angeles,6037
25-0011532,CA,San Bernardino,6071
25-0011533,CA,Los Angeles,6037
25-0011534,CA,Orange,6059
25-0011535,CA,San Bernardino,6071
25-0011536,CA,San Bernardino,6071
25-0011537,CA,Merced,6047
25-0011538,CA,Los Angeles,6037
25-0011539,CA,Tulare,6107
25-0011540,CA,Alameda,6001
25-0011541,CA,San Diego,6073
25-0011542,CA,Los Angeles,6037
25-0011543,CA,San Joaquin,6077
25-0011544,CA,San Benito,6069
25-0011545,CA,San Bernardino,6071
25-0011546,CA,San Joaquin,6077
25-0011547,CA,Los Angeles,6037
25-0011548,CA,Santa Clara,6085
25-0011549,CA,Los Angeles,6037
25-0011550,CA,San Bernardino,6071
25-0011551,CA,Orange,6059
25-0011552,CA,Los Angeles,6037
25-0011553,CA,San Diego,6073
25-0011554,CA,San Diego,6073
25-0011555,CA,Los Angeles,6037
25-0011556,CA,Los Angeles,6037
25-0011557,CA,Orange,6059
25-0011558,CA,San Bernardino,6071
25-0011559,CA,Los Angeles,6037
25-0011560,CA,Riverside,6065
25-0011561,CA,Los Angeles,6037
25-0011562,CA,San Bernardino,6071
25-0011563,CA,Los Angeles,6037
25-0011564,CA,San Bernardino,6071
25-0011565,CA,San Bernardino,6071
25-0011566,CA,San Diego,6073
25-0011567,CA,Los Angeles,6037
25-0011568,CA,Tulare,6107
25-0011569,CA,Los Angeles,6037
25-0011570,CA,Kern,6029
25-0011571,CA,Riverside,6065
25-0011572,CA,Monterey,6053
25-0011573,CA,Kern,6029
25-0011574,CA,Yolo,6113
25-0011575,CA,Butte,6007
25-0011576,CA,Los Angeles,6037
25-0011577,CA,Los Angeles,6037
25-0011578,CA,San Joaquin,6077
25-0011579,CA,Riverside,6065
25-0011580,CA,San Bernardino,6071
25-0011581,CA,Santa Clara,6085
25-0011582,CA,San Francisco,6075
25-0011583,CA,Los Angeles,6037
25-0011584,CA,Los Angeles,6037
25-0011585,CA,Los Angeles,6037
25-0011586,CA,Santa Clara,6085
25-0011587,CA,Tulare,6107
25-0011588,CA,Ventura,6111
25-0011589,CA,Los Angeles,6037
25-0011590,CA,San Joaquin,6077
25-0011591,CA,San Bernardino,6071
25-0011592,CA,Orange,6059
25-0011593,CA,Alameda,6001
25-0011594,CA,Los Angeles,6037
25-0011595,CA,Butte,6007
25-0011596,CA,San Bernardino,6071
25-0011597,CA,Merced,6047
25-0011598,CA,Los Angeles,6037
25-0011599,CA,Los Angeles,6037
25-0011600,CA,Riverside,6065
25-0011601,CA,Kern,6029
25-0011602,CA,Los Angeles,6037
25-0011603,CA,Los Angeles,6037
25-0011604,CA,Orange,6059
25-0011605,CA,Del Norte,6015
25-0011606,CA,Los Angeles,6037
25-0011607,CA,Los Angeles,6037
25-0011608,CA,Los Angeles,6037
25-0011609,CA,Santa Clara,6085
25-0011610,CA,Los Angeles,6037
25-0011611,CA,Orange,6059
25-0011612,CA,Amador,6005
25-0011613,CA,Los Angeles,6037
25-0011614,CA,Los Angeles,6037
25-0011615,CA,Los Angeles,6037
25-0011616,CA,San Bernardino,6071
25-0011617,CA,Tulare,6107
25-0011618,CA,Los Angeles,6037
25-0011619,CA,Los Angeles,6037
25-0011620,CA,San Diego,6073
25-0011621,CA,Los Angeles,6037
25-0011622,CA,Riverside,6065
25-0011623,CA,Los Angeles,6037
25-0011624,CA,Los Angeles,6037
25-0011625,CA,Orange,6059
25-0011626,CA,San Diego,6073
25-0011627,CA,Los Angeles,6037
25-0011628,CA,El Dorado,6017
25-0011629,CA,Riverside,6065
25-0011630,CA,Orange,6059
25-0011631,CA,San Bernardino,6071
25-0011632,CA,San Luis Obispo,6079
25-0011633,CA,Los Angeles,6037
25-0011634,CA,Shasta,6089
25-0011635,CA,Los Angeles,6037
25-0011636,CA,Tehama,6103
25-0011637,CA,Santa Barbara,6083
25-0011638,CA,Orange,6059
25-0011639,CA,Yolo,6113
25-0011640,CA,Kern,6029
25-0011641,CA,Los Angeles,6037
25-0011642,CA,Los Angeles,6037
25-0011643,CA,San Luis Obispo,6079
25-0011644,CA,Los Angeles,6037
25-0011645,CA,San Bernardino,6071
25-0011646,CA,San Bernardino,6071
25-0011647,CA,Orange,6059
25-0011648,CA,Los Angeles,6037
25-0011649,CA,Orange,6059
25-0011650,CA,Fresno,6019
25-0011651,CA,Los Angeles,6037
25-0011652,CA,San Diego,6073
25-0011653,CA,San Bernardino,6071
25-0011654,CA,Los Angeles,6037
25-0011655,CA,Riverside,6065
25-0011656,CA,Sacramento,6067
25-0011657,CA,Los Angeles,6037
25-0011658,CA,San Diego,6073
25-0011659,CA,Los Angeles,6037
25-0011660,CA,San Joaquin,6077
25-0011661,CA,San Diego,6073
25-0011662,CA,Los Angeles,6037
25-0011663,CA,Los Angeles,6037
25-0011664,CA,San Bernardino,6071
25-0011665,CA,Los Angeles,6037
25-0011666,CA,Riverside,6065
25-0011667,CA,Los Angeles,6037
25-0011668,CA,Merced,6047
25-0011669,CA,Los Angeles,6037
25-0011670,CA,Los Angeles,6037
25-0011671,CA,Los Angeles,6037
25-0011672,CA,Riverside,6065
25-0011673,CA,Riverside,6065
25-0011674,CA,Los Angeles,6037
25-0011675,CA,Los Angeles,6037
25-0011676,CA,Riverside,6065
25-0011677,CA,Orange,6059
25-0011678,CA,Los Angeles,6037
25-0011679,CA,San Bernardino,6071
25-0011680,CA,Los Angeles,6037
25-0011681,CA,Riverside,6065
25-0011682,CA,Tuolumne,6109
25-0011683,CA,San Diego,6073
25-0011684,CA,San Diego,6073
25-0011685,CA,Tulare,6107
25-0011686,CA,Placer,6061
25-0011687,CA,Riverside,6065
25-0011688,CA,Orange,6059
25-0011689,CA,Riverside,6065
25-0011690,CA,Los Angeles,6037
25-0011691,CA,Riverside,6065
25-0011692,CA,San Francisco,6075
25-0011693,CA,Los Angeles,6037
25-0011694,CA,Los Angeles,6037
25-0011695,CA,Tulare,6107
25-0011696,CA,Los Angeles,6037
25-0011697,CA,Los Angeles,6037
25-0011698,CA,Orange,6059
25-0011699,CA,Ventura,6111
25-0011700,CA,Los Angeles,6037
25-0011701,CA,Contra Costa,6013
25-0011702,CA,Amador,6005
25-0011703,CA,Lassen,6035
25-0011704,CA,Los Angeles,6037
25-0011705,CA,San Bernardino,6071
25-0011706,CA,San Bernardino,6071
25-0011707,CA,Contra Costa,6013
25-0011708,CA,San Joaquin,6077
25-0011709,CA,Los Angeles,6037
25-0011710,CA,San Bernardino,6071
25-0011711,CA,Los Angeles,6037
25-0011712,CA,San Diego,6073
25-0011713,CA,San Bernardino,6071
25-0011714,CA,Kern,6029
25-0011715,CA,Los Angeles,6037
25-0011716,CA,Los Angeles,6037
25-0011717,CA,Los Angeles,6037
25-0011718,CA,Sacramento,6067
25-0011719,CA,Santa Barbara,6083
25-0011720,CA,Los Angeles,6037
25-0011721,CA,San Diego,6073
25-0011722,CA,San Bernardino,6071
25-0011723,CA,Los Angeles,6037
25-0011724,CA,San Bernardino,6071
25-0011725,CA,Los Angeles,6037
25-0011726,CA,Yolo,6113
25-0011727,CA,Los Angeles,6037
25-0011728,CA,Orange,6059
25-0011729,CA,Los Angeles,6037
25-0011730,CA,Alameda,6001
25-0011731,CA,Orange,6059
25-0011732,CA,Los Angeles,6037
25-0011733,CA,Los Angeles,6037
25-0011734,CA,Los Angeles,6037
25-0011735,CA,Los Angeles,6037
25-0011736,CA,San Diego,6073
25-0011737,CA,Los Angeles,6037
25-0011738,CA,San Joaquin,6077
25-0011739,CA,Orange,6059
25-0011740,CA,Orange,6059
25-0011741,CA,Los Angeles,6037
25-0011742,CA,Los Angeles,6037
25-0011743,CA,Los Angeles,6037
25-0011744,CA,Los Angeles,6037
25-0011745,CA,Los Angeles,6037
25-0011746,CA,Alameda,6001
25-0011747,CA,Los Angeles,6037
25-0011748,CA,Napa,6055
25-0011749,CA,Butte,6007
25-0011750,CA,Los Angeles,6037
25-0011751,CA,San Bernardino,6071
25-0011752,CA,Los Angeles,6037
25-0011753,CA,Los Angeles,6037
25-0011754,CA,Ventura,6111
25-0011755,CA,Los Angeles,6037
25-0011756,CA,Riverside,6065
25-0011757,CA,Los Angeles,6037
25-0011758,CA,Riverside,6065
25-0011759,CA,Los Angeles,6037
25-0011760,CA,San Diego,6073
25-0011761,CA,San Diego,6073
25-0011762,CA,Los Angeles,6037
25-0011763,CA,Fresno,6019
25-0011764,CA,San Bernardino,6071
25-0011765,CA,Santa Barbara,6083
25-0011766,CA,Los Angeles,6037
25-0011767,CA,Los Angeles,6037
25-0011768,CA,Kern,6029
25-0011769,CA,Fresno,6019
25-0011770,CA,San Bernardino,6071
25-0011771,CA,Santa Clara,6085
25-0011772,CA,Orange,6059
25-0011773,CA,Los Angeles,6037
25-0011774,CA,Tulare,6107
25-0011775,CA,Los Angeles,6037
25-0011776,CA,Los Angeles,6037
25-0011777,CA,San Joaquin,6077
25-0011778,CA,Los Angeles,6037
25-0011779,CA,Sacramento,6067
25-0011780,CA,Los Angeles,6037
25-0011781,CA,Los Angeles,6037
25-0011782,CA,Orange,6059
25-0011783,CA,Sacramento,6067
25-0011784,CA,Fresno,6019
25-0011785,CA,Los Angeles,6037
25-0011786,CA,Los Angeles,6037
25-0011787,CA,Los Angeles,6037
25-0011788,CA,Los Angeles,6037
25-0011789,CA,Los Angeles,6037
25-0011790,CA,Los Angeles,6037
25-0011791,CA,Los Angeles,6037
25-0011792,CA,Los Angeles,6037
25-0011793,CA,Los Angeles,6037
25-0011794,CA,Fresno,6019
25-0011795,CA,Los Angeles,6037
25-0011796,CA,Los Angeles,6037
25-0011797,CA,Los Angeles,6037
25-0011798,CA,Los Angeles,6037
25-0011799,CA,Los Angeles,6037
25-0011800,CA,Colusa,6011
25-0011801,CA,Los Angeles,6037
25-0011802,CA,Los Angeles,6037
25-0011803,CA,Napa,6055
25-0011804,CA,Los Angeles,6037
25-0011805,CA,San Francisco,6075
25-0011806,CA,Los Angeles,6037
25-0011807,CA,Sacramento,6067
25-0011808,CA,Fresno,6019
25-0011809,CA,Sacramento,6067
25-0011810,CA,Los Angeles,6037
25-0011811,CA,San Mateo,6081
25-0011812,CA,Orange,6059
25-0011813,CA,Riverside,6065
25-0011814,CA,San Bernardino,6071
25-0011815,CA,San Francisco,6075
25-0011816,CA,San Diego,6073
25-0011817,CA,Fresno,6019
25-0011818,CA,Humboldt,6023
25-0011819,CA,San Diego,6073
25-0011820,CA,Los Angeles,6037
25-0011821,CA,Butte,6007
25-0011822,CA,Los Angeles,6037
25-0011823,CA,Sutter,6101
25-0011824,CA,Los Angeles,6037
25-0011825,CA,Riverside,6065
25-0011826,CA,Riverside,6065
25-0011827,CA,Los Angeles,6037
25-0011828,CA,Nevada,6057
25-0011829,CA,Los Angeles,6037
25-0011830,CA,Riverside,6065
25-0011831,CA,Sacramento,6067
25-0011832,CA,Solano,6095
25-0011833,CA,San Mateo,6081
25-0011834,CA,Riverside,6065
25-0011835,CA,San Bernardino,6071
25-0011836,CA,Sacramento,6067
25-0011837,CA,San Diego,6073
25-0011838,CA,Orange,6059
25-0011839,CA,Orange,6059
25-0011840,CA,Los Angeles,6037
25-0011841,CA,Orange,6059
25-0011842,CA,Fresno,6019
25-0011843,CA,San Bernardino,6071
25-0011844,CA,Los Angeles,6037
25-0011845,CA,Riverside,6065
25-0011846,CA,Los Angeles,6037
25-0011847,CA,Los Angeles,6037
25-0011848,CA,San Diego,6073
25-0011849,CA,Los Angeles,6037
25-0011850,CA,Los Angeles,6037
25-0011851,CA,Los Angeles,6037
25-0011852,CA,Kern,6029
25-0011853,CA,Alameda,6001
25-0011854,CA,Los Angeles,6037
25-0011855,CA,San Bernardino,6071
25-0011856,CA,Los Angeles,6037
25-0011857,CA,Merced,6047
25-0011858,CA,Los Angeles,6037
25-0011859,CA,Santa Cruz,6087
25-0011860,CA,Los Angeles,6037
25-0011861,CA,Los Angeles,6037
25-0011862,CA,San Bernardino,6071
25-0011863,CA,Santa Clara,6085
25-0011864,CA,Los Angeles,6037
25-0011865,CA,Los Angeles,6037
25-0011866,CA,Kern,6029
25-0011867,CA,Sacramento,6067
25-0011868,CA,Stanislaus,6099
25-0011869,CA,Los Angeles,6037
25-0011870,CA,Los Angeles,6037
25-0011871,CA,Sacramento,6067
25-0011872,CA,Sacramento,6067
25-0011873,CA,Placer,6061
25-0011874,CA,Los Angeles,6037
25-0011875,CA,Sonoma,6097
25-0011876,CA,Lake,6033
25-0011877,CA,San Bernardino,6071
25-0011878,CA,Los Angeles,6037
25-0011879,CA,Fresno,6019
25-0011880,CA,Los Angeles,6037
25-0011881,CA,San Diego,6073
25-0011882,CA,Riverside,6065
25-0011883,CA,Los Angeles,6037
25-0011884,CA,Orange,6059
25-0011885,CA,Sacramento,6067
25-0011886,CA,Riverside,6065
25-0011887,CA,Kern,6029
25-0011888,CA,Santa Barbara,6083
25-0011889,CA,Orange,6059
25-0011890,CA,Los Angeles,6037
25-0011891,CA,Los Angeles,6037
25-0011892,CA,Los Angeles,6037
25-0011893,CA,Santa Clara,6085
25-0011894,CA,Orange,6059
25-0011895,CA,San Joaquin,6077
25-0011896,CA,San Diego,6073
25-0011897,CA,Orange,6059
25-0011898,CA,Tulare,6107
25-0011899,CA,San Francisco,6075
25-0011900,CA,Los Angeles,6037
25-0011901,CA,Los Angeles,6037
25-0011902,CA,Contra Costa,6013
25-0011903,CA,Riverside,6065
25-0011904,CA,Riverside,6065
25-0011905,CA,Ventura,6111
25-0011906,CA,Los Angeles,6037
25-0011907,CA,Alameda,6001
25-0011908,CA,Orange,6059
25-0011909,CA,Sutter,6101
25-0011910,CA,Tuolumne,6109
25-0011911,CA,San Bernardino,6071
25-0011912,CA,Riverside,6065
25-0011913,CA,Los Angeles,6037
25-0011914,CA,Orange,6059
25-0011915,CA,Orange,6059
25-0011916,CA,Santa Clara,6085
25-0011917,CA,Los Angeles,6037
25-0011918,CA,San Bernardino,6071
25-0011919,CA,Riverside,6065
25-0011920,CA,Riverside,6065
25-0011921,CA,San Diego,6073
25-0011922,CA,San Diego,6073
25-0011923,CA,Riverside,6065
25-0011924,CA,Los Angeles,6037
25-0011925,CA,Los Angeles,6037
25-0011926,CA,Los Angeles,6037
25-0011927,CA,San Bernardino,6071
25-0011928,CA,Riverside,6065
25-0011929,CA,San Bernardino,6071
25-0011930,CA,Contra Costa,6013
25-0011931,CA,Los Angeles,6037
25-0011932,CA,San Bernardino,6071
25-0011933,CA,Riverside,6065
25-0011934,CA,Los Angeles,6037
25-0011935,CA,Imperial,6025
25-0011936,CA,Contra Costa,6013
25-0011937,CA,Fresno,6019
25-0011938,CA,San Joaquin,6077
25-0011939,CA,Kern,6029
25-0011940,CA,Riverside,6065
25-0011941,CA,Los Angeles,6037
25-0011942,CA,Orange,6059
25-0011943,CA,Riverside,6065
25-0011944,CA,Riverside,6065
25-0011945,CA,Los Angeles,6037
25-0011946,CA,Los Angeles,6037
25-0011947,CA,Riverside,6065
25-0011948,CA,San Diego,6073
25-0011949,CA,Riverside,6065
25-0011950,CA,Kern,6029
25-0011951,CA,Tulare,6107
25-0011952,CA,Sacramento,6067
25-0011953,CA,Los Angeles,6037
25-0011954,CA,Contra Costa,6013
25-0011955,CA,Los Angeles,6037
25-0011956,CA,Sutter,6101
25-0011957,CA,Fresno,6019
25-0011958,CA,Ventura,6111
25-0011959,CA,Riverside,6065
25-0011960,CA,Sacramento,6067
25-0011961,CA,Los Angeles,6037
25-0011962,CA,Los Angeles,6037
25-0011963,CA,San Bernardino,6071
25-0011964,CA,San Mateo,6081
25-0011965,CA,San Bernardino,6071
25-0011966,CA,Los Angeles,6037
25-0011967,CA,Alameda,6001
25-0011968,CA,Sacramento,6067
25-0011969,CA,Orange,6059
25-0011970,CA,Orange,6059
25-0011971,CA,Madera,6039
25-0011972,CA,Los Angeles,6037
25-0011973,CA,Los Angeles,6037
25-0011974,CA,Fresno,6019
25-0011975,CA,Riverside,6065
25-0011976,CA,San Bernardino,6071
25-0011977,CA,San Luis Obispo,6079
25-0011978,CA,Los Angeles,6037
25-0011979,CA,Solano,6095
25-0011980,CA,San Bernardino,6071
25-0011981,CA,Sacramento,6067
25-0011982,CA,Solano,6095
25-0011983,CA,Butte,6007
25-0011984,CA,Calaveras,6009
25-0011985,CA,Los Angeles,6037
25-0011986,CA,San Bernardino,6071
25-0011987,CA,Los Angeles,6037
25-0011988,CA,Humboldt,6023
25-0011989,CA,Tehama,6103
25-0011990,CA,Sacramento,6067
25-0011991,CA,Los Angeles,6037
25-0011992,CA,Los Angeles,6037
25-0011993,CA,San Francisco,6075
25-0011994,CA,San Diego,6073
25-0011995,CA,Santa Clara,6085
25-0011996,CA,Stanislaus,6099
25-0011997,CA,Los Angeles,6037
25-0011998,CA,Orange,6059
25-0011999,CA,Riverside,6065
25-0012000,CA,San Bernardino,6071
25-0012001,CA,Merced,6047
25-0012002,CA,Los Angeles,6037
25-0012003,CA,Orange,6059
25-0012004,CA,Stanislaus,6099
25-0012005,CA,Los Angeles,6037
25-0012006,CA,Los Angeles,6037
25-0012007,CA,Orange,6059
25-0012008,CA,Sacramento,6067
25-0012009,CA,San Diego,6073
25-0012010,CA,Los Angeles,6037
